,Day,Crop,Treatment,Addition,sample,timepoint,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,total_N_mg_kg,net_N_mg_kg_1,Cumul_net_N_mg_kg_1,jar_id,event,CH4C_ug_g_T0,CH4C_flux_ug_g,CO2C_flux_ug_g,N2ON_flux_ug_g,sample_date,CH4C_flux_ug_g_d,CO2C_flux_ug_g_d,N2ON_flux_ug_g_d,CH4_flux_ug_g_d_avg,CO2_flux_ug_g_d_avg,N2O_flux_ug_g_d_avg,CH4_flux_ug_g_avg,CO2_flux_ug_g_avg,N2O_flux_ug_g_avg,cum_CH4_flux_ug_g,cum_CO2_flux_ug_g,cum_N2O_flux_ug_g,X16S,F1R2_Ave.g,CS001_Ave.g,F1R2.16S...,CS001.16S...,qnorB_Ave.g,qnorB.16S,cnorB_Ave.g,qnorB.cnorB,cnorB.16S,tot_nor.16S
110,4,Corn,336N,Nitrogen,27,b,38.129,0.03530463,46.16341882,3.467614194,0.471505931,3.841625139,4.800517396,39.11252669,43.91304409,19.4263311,19.4263311,27,2,0.046844465,-0.001641462,26.98992825,-0.002121108,27,-0.001506969,24.77850412,-0.001947315,0.003115786,27.29920578,0.022420109,0.012463145,109.1968231,0.089680436,0.012463145,109.1968231,0.089680436,6223482145,59755281.29,60564084.94,0.009601583,0.009731543,273089555.1,0.043880508,1401400838,1674490393,0.225179539,0.269060046
111,15,Corn,336N,Nitrogen,27,c,38.531,0.035676852,46.16341882,3.606512573,0.04397361,2.915738093,0.435001941,28.84347521,29.27847715,-14.63456694,4.791764161,27,3,0.062078945,-0.015108795,17.90638283,0.002406972,27,-0.014938831,17.70494807,0.002379895,-0.0082229,21.24172609,0.00021629,-0.090451896,233.658987,0.002379192,-0.077988751,342.8558101,0.092059628,7076669127,85254730.46,67934445.88,0.012047296,0.009599777,335492230.1,0.047408212,1180170564,1515662794,0.166769216,0.214177428
112,30,Corn,336N,Nitrogen,27,d,39.747,0.036802778,46.16341882,3.525757701,-0.056203566,5.238640512,0,54.68229497,54.68229497,25.40381782,30.19558198,27,4,0.046735737,0.002405527,18.79350984,0.004821168,27,0.002142567,16.73909581,0.004294142,-0.006398132,17.22202194,0.003337019,-0.09597198,258.3303291,0.050055278,-0.173960731,601.1861393,0.142114906,8715846048,40770133.67,37231021.32,0.004677702,0.004271647,266174942.6,0.030539197,583184183.7,849359126.3,0.066910794,0.097449992
113,59,Corn,336N,Nitrogen,27,e,38.085,0.035263889,46.16341882,3.622663548,0.063436255,11.80486149,0.617503949,114.9113956,115.5288995,60.84660458,91.04218656,27,6,0.046611946,-0.001092553,21.29824492,0.000984149,27,-0.000990738,19.31347266,0.000892437,0.000575914,18.02628424,0.002593289,0.016701513,522.7622428,0.07520539,-0.157259218,1123.948382,0.217320296,5832931101,56728876.22,83644542.65,0.009725621,0.014340053,268948970.6,0.046108717,774207658.3,1043156629,0.132730465,0.178839182
114,86,Corn,336N,Nitrogen,27,f,37.73,0.034935185,46.16341882,3.680807055,0.088588901,16.35376013,0.840812793,155.216405,156.0572178,40.52831824,131.5705048,27,7,0.071523187,-0.000291069,18.35682625,0.001444967,27,-0.00022969,14.48587779,0.001140263,-0.000610214,16.89967523,0.00101635,-0.016475787,456.2912311,0.027441449,-0.173735005,1580.239613,0.244761745,4929542339,8833918.32,61308639.16,0.001792036,0.012436984,191480333.3,0.03884343,597664742.6,789145075.9,0.121241426,0.160084856
115,0,Corn,0N,Control,28,a,37.561,0.034778704,45.38233189,3.663753177,0.815944195,0.524917492,7.745467568,4.982854749,12.72832232,0,0,28,1,0.039715641,0.006721427,25.46808238,0.000194496,28,0.008501285,32.21212275,0.000245999,0,0,0,0,0,0,0,0,0,1655185084,9379785.52,13140524.92,0.00566691,0.007939006,122256457.4,0.073862711,561410526.1,683666983.5,0.33918293,0.413045641
116,4,Corn,0N,Control,28,b,37.964,0.035151852,45.38233189,3.832521771,0.369004642,0.427469063,3.38450693,3.920742022,7.305248952,-5.423073365,-5.423073365,28,2,0.044721627,0.000651726,29.07928064,-0.002500743,28,0.000598403,26.70006958,-0.002296137,0.004549844,29.45609616,-0.001025069,0.018199376,117.8243847,-0.004100275,0.018199376,117.8243847,-0.004100275,7351800040,11922838.72,9128010.52,0.001621758,0.001241602,323819565.8,0.044046297,1648935549,1972755115,0.224290043,0.26833634
117,15,Corn,0N,Control,28,c,38.407,0.035562037,45.38233189,3.957050055,0.070357776,0.362048015,0.632305834,3.253728089,3.886033923,-3.419215029,-8.842288394,28,3,0.045814876,0.001161744,19.94829251,0.002490821,28,0.001148768,19.72546778,0.002462998,0.000873585,23.21276868,8.34e-05,0.009609438,255.3404555,0.000917738,0.027808814,373.1648401,-0.003182536,2558484613,6810537.78,5008679.82,0.002661942,0.001957674,96759967.99,0.03781925,271948238.6,368708206.6,0.1062927,0.14411195
118,30,Corn,0N,Control,28,d,39.92,0.036962963,45.38233189,3.970158295,-0.037469044,1.847832832,0,17.20369101,17.20369101,13.31765709,4.475368693,28,4,0.045255904,0.0026987,25.39425236,0.000850199,28,0.002404088,22.62200895,0.000757385,0.001776428,21.17373836,0.001610192,0.026646414,317.6060755,0.024152874,0.054455227,690.7709156,0.020970337,7210995451,11029071.59,6302412.99,0.00152948,0.000874,215460894.8,0.029879494,501351128.9,716812023.6,0.069525925,0.099405419
119,59,Corn,0N,Control,28,e,38.377,0.035534259,45.38233189,3.993643892,0.009062322,8.024977278,0.080633854,71.40386846,71.48450231,54.2808113,58.75618,28,6,0.044800304,0.000836879,16.63631528,0.002566224,28,0.00075866,15.08139548,0.002326371,0.001581374,18.85170221,0.001541878,0.045859837,546.6993642,0.044714452,0.100315065,1237.47028,0.06568479,2623341236,54854762.64,47166189.66,0.020910266,0.017979434,107381505.1,0.040933106,287256908.3,394638413.4,0.109500398,0.150433504
120,86,Corn,0N,Control,28,f,37.79,0.034990741,45.38233189,3.835798831,0.088588901,15.26687621,0.808121438,139.2667683,140.0748897,68.59038742,127.3465674,28,7,0.068435088,-0.001095849,14.69083218,0.003794239,28,-0.000864433,11.58849539,0.002992991,-5.29e-05,13.33494544,0.002659681,-0.001427939,360.0435268,0.071811379,0.098887125,1597.513807,0.137496169,4740598281,40695315.44,4733655.61,0.008584426,0.000998535,186010475.5,0.039237764,612605693.2,798616168.7,0.129225397,0.16846316
121,0,Corn,0N,Carbon,29,a,37.602,0.034816667,45.38233189,3.500446349,0.620827105,0.703945517,6.174964053,7.00168892,13.17665297,0,0,29,1,0.038954623,0.006729625,46.35729665,-0.000321205,29,0.008478886,58.40715174,-0.000404697,0,0,0,0,0,0,0,0,0,1744319962,6120761.41,8087147.83,0.003508967,0.004636275,131228441.2,0.075231863,581366095.4,712594536.6,0.333290972,0.408522835
122,4,Corn,0N,Carbon,29,b,38.187,0.035358333,45.38233189,3.675222887,0.321170707,0.159027628,3.089897197,1.529962143,4.61985934,-8.556793633,-8.556793633,29,2,0.044462459,5.81e-05,24.16814142,-0.002945013,29,5.33e-05,22.18155706,-0.002702938,0.004266103,40.2943544,-0.001553817,0.017064412,161.1774176,-0.006215269,0.017064412,161.1774176,-0.006215269,7359251895,11643426.68,10053329.85,0.001582148,0.00136608,300459271.6,0.04082742,1670947953,1971407225,0.227054051,0.267881471
124,30,Corn,0N,Carbon,29,d,39.936,0.036977778,45.38233189,3.911171213,0.018734522,1.166505181,0.177123668,11.02860678,11.20573045,8.133152533,-1.970922525,29,4,0.045683032,0.002382038,26.27408586,0.003383845,29,0.002120159,23.38553876,0.003011828,-0.000400653,23.12961028,0.001419048,-0.006009801,346.9441543,0.021285719,-0.004720192,755.9253857,-0.000751236,9493696803,13070035.67,7606829.44,0.001376707,0.000801251,294013480.5,0.030969335,711392799.2,1005406280,0.07493317,0.105902506
125,59,Corn,0N,Carbon,29,e,37.533,0.034752778,45.38233189,4.109979525,0.063436255,9.345978817,0.53639831,79.02684745,79.56324576,68.35751531,66.38659279,29,6,0.044511088,-0.000984564,34.03575852,0.001081212,29,-0.000892354,30.84811951,0.000979951,0.000613903,27.11682913,0.00199589,0.017803179,786.3880449,0.057880796,0.013082987,1542.313431,0.05712956,3779131908,64428429.03,3969429.54,0.017048473,0.001050355,170430200.9,0.045097712,446905447.1,617335648.1,0.118256112,0.163353824
127,0,Corn,0N,Carbon,2,a,37.767,0.034969444,51.88985987,3.594308569,0.498729789,0.452251017,4.85219989,4.400002536,9.252202426,0,0,2,1,0.043081227,-0.00118392,3.118183181,-0.001625956,2,-0.001077232,2.837189747,-0.001479434,0,0,0,0,0,0,0,0,0,1922190724,10668151.47,11160644.9,0.005549996,0.005806211,108326115.1,0.05635555,441595849.4,549921964.5,0.229735709,0.286091259
128,4,Corn,0N,Carbon,2,b,37.681,0.034889815,51.88985987,3.160355105,0.503223082,0.25211625,5.555502331,2.783323067,8.338825398,-0.913377028,-0.913377028,2,2,0.053932066,-0.00320352,-48.7554234,-1.046824152,2,-0.002913425,-44.34037433,-0.952028954,-0.001995328,-20.75159229,-0.476754194,-0.007981313,-83.00636916,-1.907016777,-0.007981313,-83.00636916,-1.907016777,8346971877,21216865.18,23696198.39,0.002541864,0.002838898,327010996.6,0.039177201,1380350499,1707361496,0.165371409,0.20454861
129,15,Corn,0N,Carbon,2,c,38.242,0.035409259,51.88985987,3.174307046,-0.110870607,0.310447176,0,3.463024962,3.463024962,-4.875800436,-5.789177464,2,3,0.05074912,0.003048594,30.43568781,-6.46e-05,2,0.003024024,30.19039088,-6.41e-05,5.53e-05,-7.074991721,-0.476046518,0.000608296,-77.82490893,-5.236511698,-0.007373017,-160.8312781,-7.143528475,8873774319,34512919.98,27964624.85,0.003889317,0.003151379,379012738.6,0.042711559,1449878393,1828891131,0.163389144,0.206100704
130,30,Corn,0N,Carbon,2,d,38.226,0.035394444,51.88985987,3.458637974,0.125667931,2.494344766,1.286039949,25.5262181,26.81225805,23.34923309,17.56005562,2,4,0.048278968,0.001781128,28.76754907,0.003255294,2,0.001588094,25.64979298,0.002902493,0.002306059,27.92009193,0.001419206,0.034590884,418.801379,0.021288086,0.027217867,257.9701009,-7.122240389,12996363002,27126101.93,21624642.02,0.002087207,0.0016639,398049997.9,0.030627799,950084699.4,1348134697,0.073103891,0.10373169
131,59,Corn,0N,Carbon,2,e,37.708,0.034914815,51.88985987,3.476919827,-0.198913645,6.069454148,0,60.9487357,60.9487357,34.13647765,51.69653327,2,6,0.04922531,-0.00117418,25.20513636,0.00064141,2,-0.001065967,22.88222023,0.000582297,0.000261063,24.26600661,0.001742395,0.007570836,703.7141916,0.050529458,0.034788703,961.6842925,-7.071710931,8303205510,43615033.71,36804356.83,0.005252795,0.004432548,362716530.4,0.043683916,1111779941,1474496471,0.133897678,0.177581594
132,86,Corn,0N,Carbon,2,f,37.63,0.034842593,51.88985987,3.485579652,0.194768871,12.25317384,1.946950894,122.4853214,124.4322723,63.48353659,115.1800699,2,7,0.075166004,-0.001786678,22.88734915,0.001975978,2,-0.001427981,18.29243376,0.001579276,-0.001246974,20.58732699,0.001080786,-0.033668298,555.8578289,0.029181235,0.001120405,1517.542121,-7.042529696,4993034690,11425604.57,12644887.72,0.002288309,0.002532505,235819666.3,0.047229727,674766191.5,910585857.8,0.135141499,0.182371226
133,0,Corn,0N,Nitrogen,30,a,37.594,0.034809259,45.38233189,3.786096753,0.789337319,1.774939681,7.257143487,16.31874185,23.57588534,0,0,30,1,0.038719399,0.008890093,24.62684894,0.049970903,30,0.01120927,31.05130682,0.063006918,0,0,0,0,0,0,0,0,0,1421139582,4432103.45,5810114.27,0.003118697,0.004088349,100392796.4,0.07064246,512176885.4,612569681.8,0.360398719,0.43104118
134,4,Corn,0N,Nitrogen,30,b,37.828,0.035025926,45.38233189,3.860922959,0.348504384,4.04168063,3.161598628,36.66574233,39.82734096,16.25145562,16.25145562,30,2,0.044197121,4.12e-05,26.17198179,-0.002154803,30,3.78e-05,24.03344982,-0.001978732,0.005623538,27.54237832,0.030514093,0.022494151,110.1695133,0.122056372,0.022494151,110.1695133,0.122056372,7316828975,13151402.59,10639933.12,0.001797418,0.001454173,314657546.2,0.043004633,1690135144,2004792691,0.230992845,0.273997479
135,15,Corn,0N,Nitrogen,30,c,38.458,0.035609259,45.38233189,3.942849461,0.04397361,3.332072676,0.397141127,30.09311945,30.49026058,-9.337080381,6.91437524,30,3,0.045451595,0.001171119,18.90267136,-0.00059757,30,0.001161001,18.7393527,-0.000592407,0.000599403,21.38640126,-0.001285569,0.006593436,235.2504138,-0.014141264,0.029087587,345.4199271,0.107915107,512529365.9,1143389.32,762103.67,0.002230876,0.001486946,21178367.43,0.041321276,70831733.3,92010100.73,0.138200341,0.179521617
136,30,Corn,0N,Nitrogen,30,d,39.906,0.03695,45.38233189,4.000198012,0.09367261,6.579316897,0.865257902,60.77343137,61.63868927,31.1484287,38.06280394,30,4,0.046598307,0.003160583,21.34383262,0.001629532,30,0.002813198,18.99789983,0.001450428,0.0019871,18.86862626,0.00042901,0.029806493,283.0293939,0.006435156,0.05889408,628.449321,0.114350263,8057717230,9882160.65,5400060.01,0.001226422,0.000670172,263384027.8,0.032687177,597244211.1,860628238.8,0.074120771,0.106807947
137,59,Corn,0N,Nitrogen,30,e,38.264,0.03542963,45.38233189,3.9068018,0.126872511,14.55391484,1.150569265,131.9851477,133.135717,71.49702769,109.5598316,30,6,0.04446186,0.000603045,50.03319547,0.006542329,30,0.000546538,45.34492871,0.005929292,0.001679868,32.17141427,0.00368986,0.048716175,932.9710138,0.107005942,0.107610255,1561.420335,0.221356205,4807040086,7841203.52,7525962.48,0.001631192,0.001565613,224247937.7,0.0466499,607838987.3,832086925,0.126447664,0.173097563
138,86,Corn,0N,Nitrogen,30,f,37.84,0.035037037,45.38233189,3.894785913,0.137804957,15.6543491,1.239677222,140.8246875,142.0643647,8.928647757,118.4884794,30,7,0.070172973,-0.001878485,13.93264996,0.006075937,30,-0.001480917,10.98390398,0.004790009,-0.00046719,28.16441634,0.00535965,-0.01261412,760.4392413,0.144710563,0.094996135,2321.859576,0.366066768,970934663.9,246833.51,620028.6,0.000254223,0.000638589,30896744.87,0.031821652,120797739.1,151694484,0.12441387,0.156235522
139,0,Corn,112N,Control,31,a,37.666,0.034875926,37.55170771,4.149689023,0.567613353,4.773792297,4.770487898,40.12118152,44.89166942,0,0,31,1,0.03835986,0.005343651,22.20460737,0.001377266,31,0.006741793,28.01434066,0.001737621,0,0,0,0,0,0,0,0,0,1562551062,7126450.75,16760232.22,0.004560779,0.010726198,94922723.58,0.060748558,439450244.5,534372968.1,0.281238966,0.341987524
140,4,Corn,112N,Control,31,b,37.945,0.035134259,37.55170771,3.88428378,0.328004126,3.964495227,2.96687437,35.85979064,38.82666501,-6.065004408,-6.065004408,31,2,0.04329141,-0.000171523,21.16837071,-0.002334956,31,-0.00015753,19.44137368,-0.002144462,0.003292132,23.72785717,-0.00020342,0.013168527,94.91142869,-0.000813682,0.013168527,94.91142869,-0.000813682,5932319363,14334888.47,38431884.62,0.002416405,0.006478391,214515382.9,0.036160458,1385273201,1599788584,0.233512917,0.269673375
141,15,Corn,112N,Control,31,c,38.393,0.035549074,37.55170771,4.113469013,0.008794722,5.076687407,0.076005003,43.87331863,43.94932363,5.122658623,-0.942345785,31,3,0.04390406,0.000719414,20.78976349,0.01094352,31,0.000712961,20.60328468,0.010845359,0.000277716,20.02232918,0.004350449,0.003054873,220.245621,0.047854937,0.016223399,315.1570497,0.047041255,5420607687,27907972.93,62608772.85,0.005148495,0.011550139,191011451.7,0.035238014,721827186,912838637.7,0.133163517,0.168401532
142,30,Corn,112N,Control,31,d,40.141,0.037167593,37.55170771,3.691318557,0.018734522,7.057479271,0.18863641,71.06119675,71.24983316,27.30050953,26.35816374,31,4,0.044233686,0.002608581,19.03840654,0.001077272,31,0.002321844,16.94569203,0.000958858,0.001517402,18.77448835,0.005902109,0.022761037,281.6173253,0.088531629,0.038984436,596.774375,0.135572884,8945631559,18406318.8,33833562.12,0.002057576,0.003782132,246898917.4,0.027599943,615108850.8,862007768.2,0.068760808,0.09636075
143,59,Corn,112N,Control,31,e,37.216,0.034459259,37.55170771,3.651976133,0.027186967,11.61155735,0.256530358,109.5641511,109.8206815,38.5708483,64.92901204,31,6,0.043188867,0.000351399,50.83913847,0.047825436,31,0.000318468,46.07486903,0.043343588,0.001320156,31.51028053,0.022151223,0.038284523,913.7981353,0.642385472,0.077268959,1510.57251,0.777958355,4829026095,12435859.61,8490263.5,0.002575231,0.001758173,226372707.6,0.046877508,638364243.8,864736951.4,0.132193165,0.179070673
144,86,Corn,112N,Control,31,f,37.78,0.034981481,37.55170771,3.654474065,0.088588901,16.2619792,0.847993704,155.6634728,156.5114665,46.69078505,111.6197971,31,7,0.066535605,-0.001034696,12.4595585,0.193739006,31,-0.00081542,9.819087641,0.152681195,-0.000248476,27.94697834,0.098012392,-0.006708851,754.5684151,2.646334577,0.070560108,2265.140925,3.424292932,3528299828,11939149.82,24318178.98,0.003383825,0.006892322,104337506.9,0.02957161,429284121.8,533621628.7,0.121668833,0.151240443
145,0,Corn,112N,Carbon,32,a,37.536,0.034755556,37.55170771,4.339531831,0.487792725,6.262413582,3.906759491,50.15602411,54.0627836,0,0,32,1,0.033491745,0.011657109,72.05333653,0.552684866,32,0.01471079,90.92833238,0.697465455,0,0,0,0,0,0,0,0,0,1591900321,7560701.65,19461133.94,0.004749482,0.012225096,93695251.78,0.058857487,467796738.7,561491990.5,0.293860572,0.352718059
146,4,Corn,112N,Carbon,32,b,37.704,0.034911111,37.55170771,4.061012448,0.246003094,2.852533168,2.114803013,24.52223519,26.6370382,-27.4257454,-27.4257454,32,2,0.042025242,0.001751485,30.8079122,0.016918477,32,0.001609106,28.30351017,0.015543159,0.008159948,59.61592128,0.356504307,0.032639792,238.4636851,1.426017229,0.032639792,238.4636851,1.426017229,7504539983,15894543.94,45972618.75,0.00211799,0.006125974,231555993.2,0.030855455,1349928850,1581484843,0.179881625,0.21073708
147,15,Corn,112N,Carbon,32,c,38.352,0.035511111,37.55170771,4.218382144,0.052768332,3.358953871,0.444213454,28.27628698,28.72050043,2.083462231,-25.34228317,32,3,0.045134711,-0.001905024,22.6297301,0.009902408,32,-0.001887416,22.4205752,0.009810885,-0.000139155,25.36204268,0.012677022,-0.001530709,278.9824695,0.139447244,0.031109083,517.4461546,1.565464473,9303036716,35583074.48,94015227.13,0.003824888,0.010105864,304099649.9,0.032688213,1193664323,1497763973,0.128309106,0.160997319
148,30,Corn,112N,Carbon,32,d,40.049,0.037082407,37.55170771,3.862426878,-0.065570827,5.488476926,0,52.69379689,52.69379689,23.97329646,-1.368986711,32,4,0.047800835,-0.001344664,20.71861654,-0.012674499,32,-0.001197462,18.45052585,-0.011287007,-0.001542439,20.43555052,-0.000738061,-0.023136591,306.5332579,-0.011070911,0.007972492,823.9794125,1.554393562,10534595573,15911194.6,30965497.11,0.001510375,0.00293941,298349900.3,0.028320964,683084850.7,981434750.9,0.064842057,0.093163021
149,59,Corn,112N,Carbon,32,e,37.154,0.034401852,37.55170771,4.172794891,0.099685544,10.30154136,0.821839416,84.9291923,85.75103172,33.05723483,31.68824812,32,6,0.042944675,0.000434781,70.7182088,0.006000267,32,0.00039402,64.08833037,0.005437738,-0.000401721,41.26942811,-0.002924634,-0.011649912,1196.813415,-0.08481439,-0.00367742,2020.792828,1.469579172,6761773540,20464075.42,45191588.25,0.003026436,0.006683393,316715339.9,0.046839093,851129476,1167844816,0.125873703,0.172712796
150,86,Corn,112N,Carbon,32,f,37.84,0.035037037,37.55170771,3.923626205,0.039372845,16.57577012,0.351590023,148.017635,148.369225,62.61819331,94.30644142,32,7,0.065384398,-0.000970162,13.76554928,0.155047685,32,-0.000765574,10.86267532,0.122351286,-0.000185777,37.47550284,0.063894512,-0.005015983,1011.838577,1.725151834,-0.008693403,3032.631404,3.194731006,5022852989,8212268.57,44400595.79,0.001634981,0.008839716,192624981.3,0.038349715,591708940.2,784333921.5,0.117803356,0.156153071
151,0,Corn,112N,Nitrogen,33,a,37.541,0.034760185,37.55170771,4.079122452,0.505530643,7.362420501,4.307872334,62.7387638,67.04663613,0,0,33,1,0.034978294,0.011968279,28.07280191,0.00012883,33,0.015105018,35.43033809,0.000162594,0,0,0,0,0,0,0,0,0,1715822409,5559173.28,12730358.83,0.003239947,0.007419392,87982081.13,0.051276916,439984940.1,527967021.2,0.256428018,0.307704934
152,4,Corn,112N,Nitrogen,33,b,37.65,0.034861111,37.55170771,3.834325147,0.280170191,9.065455588,2.547265498,82.42176718,84.96903268,17.92239654,17.92239654,33,2,0.044796477,-0.001351076,18.94078798,9.52e-05,33,-0.001241471,17.40422089,8.74e-05,0.006931773,26.41727949,0.000125021,0.027727094,105.669118,0.000500082,0.027727094,105.669118,0.000500082,6281733444,16323080.91,42412639.66,0.002598499,0.006751741,205564990.7,0.032724246,1247414864,1452979855,0.198578127,0.231302373
153,15,Corn,112N,Nitrogen,33,c,38.432,0.035585185,37.55170771,3.874292054,0.026384166,6.164549794,0.242337289,56.6210918,56.86342909,-28.10560359,-10.18320705,33,3,0.037750804,0.007232929,19.61346811,-0.000628919,33,0.00716345,19.42506298,-0.000622878,0.00296099,18.41464194,-0.000267715,0.032570886,202.5610613,-0.00294487,0.06029798,308.2301792,-0.002444788,4713920915,26787089.87,53171124.26,0.00568255,0.011279596,215334484.6,0.045680547,740031827.9,955366312.6,0.156988596,0.202669143
154,30,Corn,112N,Nitrogen,33,d,40.13,0.037157407,37.55170771,3.947981039,-0.074938088,10.78023438,0,101.4608624,101.4608624,44.59743331,34.41422627,33,4,0.043832086,0.003455676,16.64575756,0.002048423,33,0.003078014,14.82658378,0.001824556,0.005120732,17.12582338,0.000600839,0.076810976,256.8873507,0.009012588,0.137108956,565.11753,0.0065678,8195140453,18209449.36,32151406.11,0.002221981,0.003923228,250476742.9,0.030564057,639142953.6,889619696.6,0.077990482,0.108554539
155,59,Corn,112N,Nitrogen,33,e,37.092,0.034344444,37.55170771,4.049147272,-0.027186967,16.67791379,0,141.4603237,141.4603237,39.9994613,74.41368757,33,6,0.043486662,-0.00049434,77.22319929,0.002434156,33,-0.000447958,69.97760177,0.002205767,0.001315028,42.40209278,0.002015162,0.038135804,1229.660691,0.058439693,0.17524476,1794.77822,0.065007493,5148450626,13689028.33,67394142.7,0.002658864,0.013090179,218225991.9,0.042386731,647455768.2,865681760.1,0.125757401,0.168144132
156,86,Corn,112N,Nitrogen,33,f,37.94,0.03512963,37.55170771,3.088068054,0.019686422,18.7461882,0.223951254,213.2552253,213.4791766,72.01885285,146.4325404,33,7,0.061805516,-0.001323713,11.27004439,0.045204817,33,-0.001043996,8.888550651,0.035652504,-0.000745977,39.43307621,0.018929136,-0.020141387,1064.693058,0.511086663,0.155103374,2859.471278,0.576094156,2706721837,9498329.06,25053748.02,0.003509163,0.009256122,97260703.71,0.035933025,441880067.5,539140771.2,0.163252855,0.19918588
157,0,Corn,0N,Control,34,a,37.634,0.034846296,44.93038326,3.990344429,0.541006477,0.890468966,4.72442225,7.776157163,12.50057941,0,0,34,1,0.035845764,0.011626099,30.09105825,4.16e-05,34,0.014670584,37.97089868,5.25e-05,0,0,0,0,0,0,0,0,0,1579798668,3354127.12,7322959.32,0.002123136,0.004635375,111194682.6,0.07038535,429079974.3,540274656.9,0.271604213,0.341989564
158,4,Corn,0N,Control,34,b,37.623,0.034836111,44.93038326,4.028893161,0.833677153,0.622187071,7.208448768,5.379784741,12.58823351,0.087654096,0.087654096,34,2,0.045969722,0.000107682,29.04792841,-0.002805939,34,9.91e-05,26.72239924,-0.0025813,0.007384823,32.34664896,-0.001264379,0.029539292,129.3865958,-0.005057516,0.029539292,129.3865958,-0.005057516,15283855908,17018812.13,17743925.04,0.001113516,0.001160959,481269366.9,0.03148874,2325759152,2807028519,0.152170968,0.183659708
159,15,Corn,0N,Control,34,c,38.324,0.035485185,44.93038326,3.498572751,0.140715552,0.766338834,1.427244129,7.77279118,9.200035309,-3.3881982,-3.300544104,34,3,0.034710249,0.013307522,27.44445139,-0.002149144,34,0.013174406,27.16992197,-0.002127646,0.006636734,26.94616061,-0.002354473,0.073004069,296.4077667,-0.025899205,0.102543361,425.7943625,-0.030956721,9143136817,24430415.65,13659129.35,0.002671995,0.001493922,513894439.3,0.056205485,1539469532,2053363972,0.16837433,0.224579815
160,30,Corn,0N,Control,34,d,40.178,0.037201852,44.93038326,3.556395849,0,2.590466594,0,27.09770187,27.09770187,17.89766656,14.59712246,34,4,0.04611423,0.002640031,26.89417185,0.001688271,34,0.002351702,23.95694997,0.001503888,0.007763054,25.56343597,-0.000311879,0.116445812,383.4515395,-0.004678181,0.218989173,809.2459021,-0.035634902,9216022861,13731030.21,9617287.42,0.001489908,0.00104354,334368756,0.036281242,685247647.9,1019616404,0.074353944,0.110635186
161,59,Corn,0N,Control,34,e,37.038,0.034294444,44.93038326,3.801455644,0.190308766,9.419755924,1.716851126,84.97936752,86.69621865,59.59851678,74.19563923,34,6,0.046817432,-0.00162385,107.2914309,0.012101183,34,-0.00147152,97.22667009,0.010965999,0.000440091,60.59181003,0.006234944,0.012762639,1757.162491,0.180813371,0.231751812,2566.408393,0.145178468,7132967359,16868763.69,13149302.44,0.002364901,0.001843455,391996108.3,0.054955545,957350585.4,1349346694,0.134214912,0.189170457
162,86,Corn,0N,Control,34,f,37.91,0.035101852,44.93038326,3.65827464,0.049216056,11.6100121,0.472237565,111.4003088,111.8725464,25.17632772,99.37196695,34,7,0.064273807,-3.5e-06,14.57779441,0.003333482,34,-2.76e-06,11.49271794,0.002628022,-0.00073714,54.35969402,0.006797011,-0.019902777,1467.711738,0.183519293,0.211849035,4034.120131,0.328697761,4536184348,33285601.16,7441402.54,0.007337797,0.001640454,215559232.3,0.047519945,604443954.4,820003186.7,0.133249425,0.18076937
163,0,Corn,0N,Carbon,35,a,37.693,0.034900926,44.93038326,3.979330506,0.576482312,0.426503429,5.05606821,3.740670585,8.796738795,0,0,35,1,0.034621568,0.01308382,57.34757532,-0.000196265,35,0.016535392,72.47612825,-0.000248041,0,0,0,0,0,0,0,0,0,1398641429,3433978.63,5159492,0.002455224,0.003688931,84427942.48,0.060364251,392250166,476678108.5,0.280450842,0.340815093
164,4,Corn,0N,Carbon,35,b,37.814,0.035012963,44.93038326,3.133461193,0.362171222,0.272199634,4.046862818,3.041529839,7.088392657,-1.708346138,-1.708346138,35,2,0.046405216,0.000249603,32.6744585,-0.003041424,35,0.000229527,30.04643842,-0.002796801,0.008382459,51.26128333,-0.001522421,0.033529837,205.0451333,-0.006089682,0.033529837,205.0451333,-0.006089682,14679019337,15306327.87,15984599.57,0.001042735,0.001088942,475228582.4,0.032374682,2422599069,2897827651,0.16503821,0.197412891
165,15,Corn,0N,Carbon,35,c,38.356,0.035514815,44.93038326,3.56630838,0.404557212,0.231913527,4.028752686,2.309493482,6.338246168,-0.750146489,-2.458492627,35,3,0.04700315,0.000140865,32.81168255,-0.002224341,35,0.000139408,32.47230189,-0.002201334,0.000184467,31.25937015,-0.002499067,0.002029142,343.8530717,-0.027489742,0.03555898,548.898205,-0.033579425,8501621109,23356009.46,14243328.96,0.002747242,0.001675366,387930535.5,0.045630184,1311075119,1699005655,0.15421472,0.199844904
