jar_id,rev_name,date_T0,time_T0,analysis_date_T0,CH4.ppm_T0,CO2.ppm.cor_T0,N2O.ppm.cor_T0,timestamp_T0,goodtime_T0,doe_T0,sampling_id_T0,event_id_T0,event,crop_T0,fert_T0,addition_T0,Rep2,dry_weight_g_T0,CH4C_ug_g_T0,CO2C_ug_g_T0,N2ON_ug_g_T0,date_T1,time_T1,analysis_date_T1,CH4.ppm_T1,CO2.ppm.cor_T1,N2O.ppm.cor_T1,timestamp_T1,goodtime_T1,doe_T1,sampling_id_T1,event_id_T1,crop_T1,fert_T1,addition_T1,dry_weight_g_T1,CH4C_ug_g_T1,CO2C_ug_g_T1,N2ON_ug_g_T1,CH4C_flux_ug_g,CO2C_flux_ug_g,N2ON_flux_ug_g,sample_date,time_dif,CH4C_flux_ug_g_d,CO2C_flux_ug_g_d,N2ON_flux_ug_g_d,diff.day,CH4_flux_ug_g_d_avg,CO2_flux_ug_g_d_avg,N2O_flux_ug_g_d_avg,CH4_flux_ug_g_avg,CO2_flux_ug_g_avg,N2O_flux_ug_g_avg,cum_CH4_flux_ug_g,cum_CO2_flux_ug_g,cum_N2O_flux_ug_g
6,6c,1/27/21,8:57:46,3/10/21,2.08030238,832.280481,0.24804918,1/27/21 8:57,1/27/21 8:57,15,5,2.5,3,Corn,112N,Nitrogen,Corn-112N-Nitrogen-15,10.48985991,0.04590401,18.36512436,0.012771407,1/28/21,9:11:36,3/10/21,2.46380019,1630.67682,0.24674351,1/28/21 9:11,1/28/21 9:11,16,6,3,Corn,112N,Nitrogen,10.48985991,0.054366284,35.98256029,0.012704181,0.008462273,17.61743593,-6.72E-05,6,24.23055556,0.008381754,17.44980471,-6.66E-05,11,0.005370349,20.85453982,0.000127644,0.05907384,229.399938,0.001404082,0.067957542,318.1776001,0.032920074
7,7c,1/27/21,8:58:48,3/10/21,2.09744504,645.802239,0.2457914,1/27/21 8:58,1/27/21 8:58,15,5,2.5,3,Corn,0N,Control,Corn-0N-Control-15,11.09940695,0.043740593,13.4677059,0.011960175,1/28/21,9:13:45,3/10/21,2.97559143,1465.57926,0.24294072,1/28/21 9:13,1/28/21 9:13,16,6,3,Corn,0N,Control,11.09940695,0.062053656,30.56352124,0.011821462,0.018313063,17.09581534,-0.000138714,7,24.24916667,0.018124892,16.92015127,-0.000137288,11,0.012601638,17.49669197,2.42E-05,0.138618019,192.4636116,0.000265707,0.187702038,257.0228415,-0.001682036
8,8c,1/27/21,8:59:39,3/10/21,2.08776773,673.20825,0.24368123,1/27/21 8:59,1/27/21 8:59,15,5,2.5,3,Corn,0N,Carbon,Corn-0N-Carbon-15,11.09940695,0.04353878,14.03923705,0.011857495,1/28/21,9:15:01,3/10/21,2.11679965,1966.70592,0.24315716,1/28/21 9:15,1/28/21 9:15,16,6,3,Corn,0N,Carbon,11.09940695,0.044144218,41.01412991,0.011831994,0.000605438,26.97489286,-2.55E-05,8,24.25611111,0.000599046,26.69007516,-2.52E-05,11,0.000216497,24.61973987,-2.27E-05,0.002381468,270.8171386,-0.000250082,-0.000414696,394.5049827,-0.002822247
9,9c,1/27/21,9:00:54,3/10/21,2.08832072,570.932517,0.30753426,1/27/21 9:00,1/27/21 9:00,15,5,2.5,3,Corn,0N,Nitrogen,Corn-0N-Nitrogen-15,11.09940695,0.043550312,11.90635579,0.014964574,1/28/21,9:13:56,3/10/21,2.68416627,1304.03605,1.1498012,1/28/21 9:13,1/28/21 9:13,16,6,3,Corn,0N,Nitrogen,11.09940695,0.05597621,27.19466262,0.055949166,0.012425898,15.28830682,0.040984592,9,24.21722222,0.012314441,15.15117467,0.040616971,11,0.006008622,15.14751787,0.020409054,0.066094842,166.6226966,0.22449959,0.066108852,222.4408251,0.246905658
10,10c,1/27/21,9:02:14,3/10/21,2.0742195,845.719841,0.24311605,1/27/21 9:02,1/27/21 9:02,15,5,2.5,3,Corn,112N,Control,Corn-112N-Control-15,10.17843925,0.047170163,19.23265242,0.012900397,1/28/21,9:15:16,3/10/21,1.95007349,1688.90236,0.25747954,1/28/21 9:15,1/28/21 9:15,16,6,3,Corn,112N,Control,10.17843925,0.044346938,38.40760319,0.013662563,-0.002823225,19.17495077,0.000762166,10,24.21722222,-0.002797901,19.00295642,0.000755329,11,-0.000907713,22.39169032,0.000450096,-0.009984844,246.3085935,0.004951053,-0.006282547,335.8693395,0.002991682
11,11c,1/27/21,9:03:23,3/10/21,2.04297563,925.765969,0.24467086,1/27/21 9:03,1/27/21 9:03,15,5,2.5,3,Corn,112N,Carbon,Corn-112N-Carbon-15,10.17843925,0.046459641,21.05299443,0.0129829,1/28/21,9:16:36,3/10/21,2.6280379,1918.36177,0.25346617,1/28/21 9:16,1/28/21 9:16,16,6,3,Corn,112N,Carbon,10.17843925,0.059764637,43.62577694,0.013449603,0.013304996,22.57278251,0.000466703,11,24.22027778,0.01318399,22.36748831,0.000462458,11,0.006249867,28.73131335,0.000241212,0.068748533,316.0444468,0.002653332,0.063060682,476.8219401,0.000338964
12,12c,1/27/21,9:04:16,3/10/21,2.05901231,809.98584,0.2440074,1/27/21 9:04,1/27/21 9:04,15,5,2.5,3,Corn,112N,Nitrogen,Corn-112N-Nitrogen-15,10.17843925,0.046824334,18.42001969,0.012947695,1/28/21,9:17:56,3/10/21,2.14444909,1686.93617,0.24293203,1/28/21 9:17,1/28/21 9:17,16,6,3,Corn,112N,Nitrogen,10.17843925,0.048767265,38.36288974,0.012890633,0.001942932,19.94287005,-5.71E-05,12,24.22777778,0.001924665,19.75537689,-5.65E-05,11,0.001249922,22.36438023,-0.000443777,0.013749147,246.0081826,-0.004881543,0.019088533,343.9118403,0.005581207
13,13c,1/27/21,9:05:52,3/10/21,2.05845932,563.972723,0.29535516,1/27/21 9:05,1/27/21 9:05,15,5,2.5,3,Corn,336N,Control,Corn-336N-Control-15,10.86366784,0.043859095,12.01643035,0.014683809,1/28/21,9:19:16,3/10/21,2.01394371,1275.43311,0.8185404,1/28/21 9:19,1/28/21 9:19,16,6,3,Corn,336N,Control,10.86366784,0.042910611,27.17534466,0.040694365,-0.000948483,15.15891432,0.026010556,13,24.22333333,-0.000939739,15.01915275,0.025770745,11,0.000538345,14.93350519,0.028775099,0.005921796,164.2685571,0.316526093,0.001407811,218.1610254,0.456613403
14,14c,1/27/21,9:07:56,3/10/21,2.09716854,616.695075,0.2536116,1/27/21 9:07,1/27/21 9:07,15,5,2.5,3,Corn,336N,Carbon,Corn-336N-Carbon-15,10.86366784,0.044683863,13.13977274,0.012608496,1/28/21,9:20:36,3/10/21,2.02168556,1535.97936,0.30540993,1/28/21 9:20,1/28/21 9:20,16,6,3,Corn,336N,Carbon,10.86366784,0.043075565,32.72674057,0.015183689,-0.001608298,19.58696782,0.002575194,14,24.21111111,-0.001594274,19.41617737,0.002552739,11,-8.90E-05,22.92911238,0.014180555,-0.000978745,252.2202362,0.155986106,0.007892902,433.9459497,2.046799338
15,15c,1/27/21,9:08:42,3/10/21,2.01753814,561.222514,0.25920678,1/27/21 9:08,1/27/21 9:08,15,5,2.5,3,Corn,336N,Nitrogen,Corn-336N-Nitrogen-15,10.86366784,0.042987197,11.95783231,0.012886664,1/28/21,9:21:56,3/10/21,3.26010422,1224.07015,0.37228265,1/28/21 9:21,1/28/21 9:21,16,6,3,Corn,336N,Nitrogen,10.86366784,0.069462252,26.0809665,0.018508318,0.026475055,14.12313419,0.005621654,15,24.22055556,0.026233969,13.99452708,0.005570462,11,0.014079384,14.38406873,0.014093207,0.154873226,158.224756,0.155025279,0.157752207,210.8091666,0.240801366
16,16c,1/27/21,9:09:34,3/10/21,2.06039478,552.117733,0.2468398,1/27/21 9:09,1/27/21 9:09,15,5,2.5,3,Corn,336N,Control,Corn-336N-Control-15,10.99458877,0.043377578,11.62375797,0.0121257,1/28/21,9:23:16,3/10/21,3.72820933,1198.41532,0.2564673,1/28/21 9:23,1/28/21 9:23,16,6,3,Corn,336N,Control,10.99458877,0.078490149,25.23028838,0.012598639,0.03511257,13.60653041,0.000472939,16,24.22833333,0.034781661,13.47829937,0.000468482,11,0.017890843,14.00458838,-0.000612191,0.196799276,154.0504722,-0.006734102,0.185400736,206.3948459,-0.009665542
17,17c,1/27/21,9:10:58,3/10/21,2.33412429,584.32095,0.24742371,1/27/21 9:10,1/27/21 9:10,15,5,2.5,3,Corn,336N,Carbon,Corn-336N-Carbon-15,10.99458877,0.049140417,12.30173365,0.012154384,1/28/21,9:24:36,3/10/21,2.12232954,1460.79695,0.25270782,1/28/21 9:24,1/28/21 9:24,16,6,3,Corn,336N,Carbon,10.99458877,0.044681493,30.75421992,0.01241396,-0.004458924,18.45248627,0.000259575,17,24.22722222,-0.004417104,18.27942413,0.000257141,11,-0.001905333,22.75493317,0.002388624,-0.020958663,250.3042648,0.026274862,-0.006211145,392.8782385,0.442552682
18,18c,1/27/21,9:11:51,3/10/21,2.39218813,548.901286,0.24248967,1/27/21 9:11,1/27/21 9:11,15,5,2.5,3,Corn,336N,Nitrogen,Corn-336N-Nitrogen-15,10.99458877,0.050362838,11.55604197,0.011912006,1/28/21,9:25:56,3/10/21,2.17845791,1157.27827,0.25371768,1/28/21 9:25,1/28/21 9:25,16,6,3,Corn,336N,Nitrogen,10.99458877,0.045863166,24.36422832,0.012463568,-0.004499671,12.80818635,0.000551562,18,24.23472222,-0.00445609,12.68413435,0.00054622,11,-0.006703575,12.89678863,-0.000497625,-0.073739326,141.8646749,-0.005473876,-0.078956444,184.9804517,-0.007565319
19,19c,1/27/21,9:12:42,3/10/21,3.16692559,566.899431,0.25216173,1/27/21 9:12,1/27/21 9:12,15,5,2.5,3,Corn,112N,Control,Corn-112N-Control-15,10.92691741,0.067086333,12.00887192,0.012463848,1/28/21,9:27:16,3/10/21,2.20859581,1361.10274,4.03975815,1/28/21 9:27,1/28/21 9:27,16,6,3,Corn,112N,Control,10.92691741,0.046785625,28.83281863,0.199677138,-0.020300708,16.82394671,0.18721329,19,24.24277778,-0.020097407,16.65546435,0.185338454,11,-0.009995222,16.80636765,0.094625474,-0.109947445,184.8700442,1.040880212,-0.149456402,306.5863266,1.066786673
20,20c,1/27/21,9:13:42,3/10/21,2.24149865,570.424876,0.23424897,1/27/21 9:13,1/27/21 9:13,15,5,2.5,3,Corn,112N,Carbon,Corn-112N-Carbon-15,10.92691741,0.04748262,12.08355292,0.011578456,1/28/21,9:28:36,3/10/21,2.23430979,1405.34789,0.28917465,1/28/21 9:28,1/28/21 9:28,16,6,3,Corn,112N,Carbon,10.92691741,0.047330335,29.77008247,0.014293323,-0.000152285,17.68652955,0.002714866,20,24.24833333,-0.000150725,17.50539731,0.002687062,11,0.000521428,21.82734183,0.000527337,0.005735711,240.1007601,0.005800704,0.004683351,317.342072,0.024223816
21,21c,1/27/21,9:15:43,3/10/21,4.21649854,543.024271,0.84998726,1/27/21 9:15,1/27/21 9:15,15,5,2.5,3,Corn,112N,Nitrogen,Corn-112N-Nitrogen-15,10.92691741,0.089319883,11.50311424,0.042013164,1/28/21,9:29:56,3/10/21,2.16297422,1131.84614,6.73450153,1/28/21 9:29,1/28/21 9:29,16,6,3,Corn,112N,Nitrogen,10.92691741,0.045819203,23.9763785,0.332872895,-0.04350068,12.47326425,0.290859731,21,24.23694444,-0.04307541,12.35132353,0.288016237,11,-0.025705598,12.36759378,0.198637681,-0.282761577,136.0435316,2.185014489,-0.309751803,179.2125918,2.436730576
22,22c,1/27/21,9:16:41,3/10/21,2.99052213,827.830964,0.17800197,1/27/21 9:16,1/27/21 9:16,15,5,2.5,3,Corn,336N,Control,Corn-336N-Control-15,10.32616007,0.067035063,18.55652564,0.009310148,1/28/21,9:31:16,3/10/21,2.15246743,1642.02883,0.25944083,1/28/21 9:31,1/28/21 9:31,16,6,3,Corn,336N,Control,10.32616007,0.048249363,36.80745395,0.013569696,-0.018785699,18.25092831,0.004259548,22,24.24305556,-0.018597358,18.06794851,0.004216842,11,-0.010333024,20.74535529,0.001217299,-0.113663261,228.1989081,0.013390293,-0.113431382,303.4865091,0.008568453
23,23c,1/27/21,9:17:22,3/10/21,1.97551098,942.254946,0.17213506,1/27/21 9:17,1/27/21 9:17,15,5,2.5,3,Corn,336N,Carbon,Corn-336N-Carbon-15,10.32616007,0.044282736,21.1214352,0.009003288,1/28/21,9:32:36,3/10/21,2.1040809,1950.116,0.25236133,1/28/21 9:32,1/28/21 9:32,16,6,3,Corn,336N,Carbon,10.32616007,0.047164739,43.71348636,0.013199412,0.002882003,22.59205116,0.004196125,23,24.25388889,0.002851834,22.35555833,0.0041522,11,0.001375104,28.3601787,0.001418674,0.015126145,311.9619656,0.015605416,0.036584904,462.1105888,0.01123615
24,24c,1/27/21,9:18:13,3/10/21,1.57155258,828.027286,0.17043018,1/27/21 9:18,1/27/21 9:18,15,5,2.5,3,Corn,336N,Nitrogen,Corn-336N-Nitrogen-15,10.32616007,0.03522767,18.56092636,0.008914116,1/28/21,9:33:56,3/10/21,2.56886808,1656.42751,0.24783103,1/28/21 9:33,1/28/21 9:33,16,6,3,Corn,336N,Nitrogen,10.32616007,0.057583333,37.13021244,0.012962461,0.022355664,18.56928608,0.004048345,24,24.26194444,0.0221143,18.36880251,0.004004637,11,0.012266748,21.03965863,0.002129635,0.134934231,231.4362449,0.023425987,0.140117463,315.1697125,0.141603018
25,25c,1/27/21,9:19:49,3/10/21,2.38278732,818.064241,0.1693279,1/27/21 9:19,1/27/21 9:19,15,5,2.5,3,Corn,336N,Control,Corn-336N-Control-15,10.18043625,0.054176724,18.6000826,0.008983235,1/28/21,9:35:16,3/10/21,2.12481799,1648.48933,0.24750005,1/28/21 9:35,1/28/21 9:35,16,6,3,Corn,336N,Control,10.18043625,0.048311353,37.48121012,0.013130448,-0.005865372,18.88112752,0.004147213,25,24.2575,-0.005803109,18.68069918,0.004103189,11,-0.014752558,21.91545839,0.000849742,-0.162278143,241.0700423,0.009347158,-0.211462364,344.9431938,0.001167543
26,26c,1/27/21,9:20:36,3/10/21,1.69846354,1002.77349,0.17005001,1/27/21 9:20,1/27/21 9:20,15,5,2.5,3,Corn,336N,Carbon,Corn-336N-Carbon-15,10.18043625,0.038617459,22.7997617,0.009021545,1/28/21,9:36:36,3/10/21,2.1,1947.84943,0.24521703,1/28/21 9:36,1/28/21 9:36,16,6,3,Corn,336N,Carbon,10.18043625,0.047747074,44.28767141,0.013009328,0.009129615,21.48790971,0.003987784,26,24.26666667,0.009029289,21.25177884,0.003943962,11,0.005974542,28.59505883,0.000830846,0.065719962,314.5456471,0.00913931,0.082335243,516.4823374,0.002442863
27,27c,1/27/21,9:21:33,3/10/21,2.73034085,856.214421,0.17181421,1/27/21 9:21,1/27/21 9:21,15,5,2.5,3,Corn,336N,Nitrogen,Corn-336N-Nitrogen-15,10.18043625,0.062078945,19.46749187,0.00911514,1/28/21,9:37:56,4/8/21,2.06582958,1643.76853,0.217184,1/28/21 9:37,1/28/21 9:37,16,6,3,Corn,336N,Nitrogen,10.18043625,0.046970151,37.3738747,0.011522112,-0.015108795,17.90638283,0.002406972,27,24.27305556,-0.014938831,17.70494807,0.002379895,11,-0.0082229,21.24172609,0.00021629,-0.090451896,233.658987,0.002379192,-0.077988751,342.8558101,0.092059628
28,28c,1/27/21,9:23:00,3/10/21,2.09219164,932.192495,0.17504842,1/27/21 9:23,1/27/21 9:23,15,5,2.5,3,Corn,0N,Control,Corn-0N-Control-15,10.57033625,0.045814876,20.41317937,0.00894417,1/28/21,9:39:16,4/8/21,2.1452441,1843.15537,0.22379686,1/28/21 9:39,1/28/21 9:39,16,6,3,Corn,0N,Control,10.57033625,0.04697662,40.36147188,0.011434991,0.001161744,19.94829251,0.002490821,28,24.27111111,0.001148768,19.72546778,0.002462998,11,0.000873585,23.21276868,8.34E-05,0.009609438,255.3404555,0.000917738,0.027808814,373.1648401,-0.003182536
29,29c,1/27/21,9:23:56,3/10/21,2.24536957,800.7208,0.21925179,1/27/21 9:23,1/27/21 9:23,15,5,2.5,3,Corn,0N,Carbon,Corn-0N-Carbon-15,10.57033625,0.049169171,17.53420823,0.011202759,1/28/21,9:40:36,4/8/21,2.11041317,1857.36486,0.21581228,1/28/21 9:40,1/28/21 9:40,16,6,3,Corn,0N,Carbon,10.57033625,0.046213891,40.67263172,0.011027016,-0.002955279,23.13842349,-0.000175743,29,24.27777778,-0.002921466,22.87368181,-0.000173732,11,-0.001434073,22.52761943,-0.001438335,-0.015774803,247.8038138,-0.015821686,0.00128961,408.9812314,-0.022036955
30,30c,1/27/21,9:29:23,3/10/21,2.07560198,715.766178,0.22890012,1/27/21 9:29,1/27/21 9:29,15,5,2.5,3,Corn,0N,Nitrogen,Corn-0N-Nitrogen-15,10.57033625,0.045451595,15.67386935,0.011695744,1/28/21,9:41:56,4/8/21,2.12908255,1578.9795,0.21720494,1/28/21 9:41,1/28/21 9:41,16,6,3,Corn,0N,Nitrogen,10.57033625,0.046622714,34.57654071,0.011098174,0.001171119,18.90267136,-0.00059757,30,24.20916667,0.001161001,18.7393527,-0.000592407,11,0.000599403,21.38640126,-0.001285569,0.006593436,235.2504138,-0.014141264,0.029087587,345.4199271,0.107915107
31,31c,1/27/21,9:30:14,3/10/21,2.07145456,590.470984,0.2440554,1/27/21 9:30,1/27/21 9:30,15,5,2.5,3,Corn,112N,Control,Corn-112N-Control-15,10.9210547,0.04390406,12.51491289,0.012069644,1/28/21,9:43:16,4/8/21,2.10539752,1571.36092,0.46533989,1/28/21 9:43,1/28/21 9:43,16,6,3,Corn,112N,Control,10.9210547,0.044623474,33.30467638,0.023013164,0.000719414,20.78976349,0.01094352,31,24.21722222,0.000712961,20.60328468,0.010845359,11,0.000277716,20.02232918,0.004350449,0.003054873,220.245621,0.047854937,0.016223399,315.1570497,0.047041255
32,32c,1/27/21,9:31:10,3/10/21,2.12951839,630.573352,0.24814986,1/27/21 9:31,1/27/21 9:31,15,5,2.5,3,Corn,112N,Carbon,Corn-112N-Carbon-15,10.9210547,0.045134711,13.36487446,0.012272134,1/28/21,9:44:36,4/8/21,2.03963673,1698.27547,0.44838245,1/28/21 9:44,1/28/21 9:44,16,6,3,Corn,112N,Carbon,10.9210547,0.043229687,35.99460455,0.022174542,-0.001905024,22.6297301,0.009902408,32,24.22388889,-0.001887416,22.4205752,0.009810885,11,-0.000139155,25.36204268,0.012677022,-0.001530709,278.9824695,0.139447244,0.031109083,517.4461546,1.565464473
33,33c,1/27/21,9:31:58,3/10/21,1.78113538,577.340575,0.25422972,1/27/21 9:31,1/27/21 9:31,15,5,2.5,3,Corn,112N,Nitrogen,Corn-112N-Nitrogen-15,10.9210547,0.037750804,12.23661653,0.012572811,1/28/21,9:45:56,4/8/21,2.12239501,1502.73126,0.2415126,1/28/21 9:45,1/28/21 9:45,16,6,3,Corn,112N,Nitrogen,10.9210547,0.044983732,31.85008464,0.011943891,0.007232929,19.61346811,-0.000628919,33,24.23277778,0.00716345,19.42506298,-0.000622878,11,0.00296099,18.41464194,-0.000267715,0.032570886,202.5610613,-0.00294487,0.06029798,308.2301792,-0.002444788
34,34c,1/27/21,9:32:43,3/10/21,1.54970952,637.797832,0.25421976,1/27/21 9:32,1/27/21 9:32,15,5,2.5,3,Corn,0N,Control,Corn-0N-Control-15,10.33442753,0.034710249,14.28533624,0.013285978,1/28/21,9:47:16,4/8/21,2.14385086,1863.11107,0.21309709,1/28/21 9:47,1/28/21 9:47,16,6,3,Corn,0N,Control,10.33442753,0.048017771,41.72978763,0.011136834,0.013307522,27.44445139,-0.002149144,34,24.2425,0.013174406,27.16992197,-0.002127646,11,0.006636734,26.94616061,-0.002354473,0.073004069,296.4077667,-0.025899205,0.102543361,425.7943625,-0.030956721
35,35c,1/27/21,9:33:33,3/10/21,2.09855102,687.853523,0.25450511,1/27/21 9:33,1/27/21 9:33,15,5,2.5,3,Corn,0N,Carbon,Corn-0N-Carbon-15,10.33442753,0.04700315,15.40647892,0.013300891,1/28/21,9:48:36,4/8/21,2.10484022,2152.79769,0.21194358,1/28/21 9:48,1/28/21 9:48,16,6,3,Corn,0N,Carbon,10.33442753,0.047144015,48.21816147,0.011076549,0.000140865,32.81168255,-0.002224341,35,24.25083333,0.000139408,32.47230189,-0.002201334,11,0.000184467,31.25937015,-0.002499067,0.002029142,343.8530717,-0.027489742,0.03555898,548.898205,-0.033579425
36,36c,1/27/21,9:34:22,3/10/21,3.00019943,625.694288,0.25360642,1/27/21 9:34,1/27/21 9:34,15,5,2.5,3,Corn,0N,Nitrogen,Corn-0N-Nitrogen-15,10.33442753,0.067198186,14.01424219,0.013253923,1/28/21,9:49:56,4/8/21,2.13549144,1713.20034,0.21003172,1/28/21 9:49,1/28/21 9:49,16,6,3,Corn,0N,Nitrogen,10.33442753,0.047830538,38.37210111,0.010976632,-0.019367649,24.35785892,-0.002277291,36,24.25944444,-0.01916052,24.09736197,-0.002252937,11,-0.00893232,23.22535645,-0.002528225,-0.098255522,255.4789209,-0.027810478,-0.071107847,368.0042773,-0.029265945
37,37c,1/27/21,9:36:46,3/10/21,2.28684374,785.282078,0.25598286,1/27/21 9:36,1/27/21 9:36,15,5,2.5,3,Miscanthus,336N,Control,Miscanthus-336N-Control-15,9.271147252,0.05709484,19.60586732,0.014912417,1/28/21,9:51:16,4/8/21,2.06527229,1753.15963,0.21503743,1/28/21 9:51,1/28/21 9:51,16,6,3,Miscanthus,336N,Control,9.271147252,0.051562942,43.77053299,0.012527119,-0.005531898,24.16466567,-0.002385298,37,24.24166667,-0.00547675,23.92376663,-0.002361519,11,-0.002066888,27.59422945,-0.000866676,-0.022735764,303.5365239,-0.009533432,0.011010031,438.3400589,-0.009610432
38,38c,1/27/21,9:37:36,3/10/21,2.09385061,776.311635,0.25262429,1/27/21 9:37,1/27/21 9:37,15,5,2.5,3,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-15,9.271147252,0.052276447,19.38190536,0.014716762,1/28/21,9:52:36,4/8/21,2.05078262,1761.1973,0.20984202,1/28/21 9:52,1/28/21 9:52,16,6,3,Miscanthus,336N,Carbon,9.271147252,0.051201184,43.97120673,0.012224458,-0.001075264,24.58930137,-0.002492304,38,24.25,-0.001064178,24.33580342,-0.00246661,11,0.001124308,33.780654,-0.000506268,0.012367391,371.5871939,-0.005568946,0.023004877,598.3552188,0.003357979
39,39c,1/27/21,9:38:38,3/10/21,3.08397725,840.059127,0.25135241,1/27/21 9:38,1/27/21 9:38,15,5,2.5,3,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-15,9.271147252,0.076996598,20.97346705,0.014642668,1/28/21,9:53:56,4/8/21,2.08561355,1744.5257,0.20912083,1/28/21 9:53,1/28/21 9:53,16,6,3,Miscanthus,336N,Nitrogen,9.271147252,0.052070796,43.55497263,0.012182445,-0.024925803,22.58150558,-0.002460223,39,24.255,-0.02466375,22.34409952,-0.002434358,11,-0.012579689,24.53388731,-0.001032091,-0.138376579,269.8727604,-0.011352996,-0.126632446,395.932566,-0.013113788
40,40c,1/27/21,9:39:30,3/10/21,2.0891502,827.609874,0.2477075,1/27/21 9:39,1/27/21 9:39,15,5,2.5,3,Miscanthus,112N,Control,Miscanthus-112N-Control-15,9.689180785,0.049908723,19.77117393,0.013807744,1/28/21,9:55:16,4/8/21,2.11319964,1647.87101,0.21251661,1/28/21 9:55,1/28/21 9:55,16,6,3,Miscanthus,112N,Control,9.689180785,0.050483252,39.36679028,0.011846129,0.000574529,19.59561636,-0.001961615,40,24.26277778,0.000568306,19.38338623,-0.00194037,11,0.000874723,17.91346012,-0.002399822,0.009621957,197.0480613,-0.026398046,0.039365608,298.554368,-0.034544743
41,41c,1/27/21,9:42:38,3/10/21,2.65651683,868.886799,0.243606,1/27/21 9:42,1/27/21 9:42,15,5,2.5,3,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-15,9.689180785,0.06346282,20.75725842,0.013579118,1/28/21,9:56:36,4/8/21,2.04186591,1898.47484,0.30066848,1/28/21 9:56,1/28/21 9:56,16,6,3,Miscanthus,112N,Carbon,9.689180785,0.048779126,45.3535868,0.016759902,-0.014683694,24.59632838,0.003180784,41,24.23277778,-0.014542644,24.36005837,0.00315023,11,-0.00772103,30.72313123,2.41E-05,-0.084931335,337.9544435,0.000264814,-0.032075861,447.2608893,0.150017968
42,42c,1/27/21,9:43:20,3/10/21,2.75107793,839.197855,0.24305546,1/27/21 9:43,1/27/21 9:43,15,5,2.5,3,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-15,9.689180785,0.065721836,20.04800483,0.01354843,1/28/21,9:57:56,4/8/21,2.05719151,1701.15192,0.20579995,1/28/21 9:57,1/28/21 9:57,16,6,3,Miscanthus,112N,Nitrogen,9.689180785,0.049145246,40.6396438,0.011471728,-0.016576589,20.59163897,-0.002076702,42,24.24333333,-0.016410208,20.38495815,-0.002055857,11,-0.008450206,23.31471834,-0.002503234,-0.09295227,256.4619017,-0.027535572,-0.137620897,377.2572903,-0.034574393
43,43c,1/27/21,9:44:53,3/10/21,2.07228404,561.559091,0.39431026,1/27/21 9:44,1/27/21 9:44,15,5,2.5,3,Miscanthus,336N,Control,Miscanthus-336N-Control-15,11.35112405,0.042257545,11.45118537,0.018761599,1/28/21,9:59:16,4/8/21,2.10985587,1108.67101,2.2270242,1/28/21 9:59,1/28/21 9:59,16,6,3,Miscanthus,336N,Control,11.35112405,0.043023701,22.60776728,0.1059636,0.000766156,11.15658192,0.087202001,43,24.23972222,0.000758579,11.04624729,0.086339604,11,0.001296259,11.17474778,0.106065876,0.014258846,122.9222256,1.166724635,0.046530434,176.8694166,1.546178059
44,44c,1/27/21,9:45:45,3/10/21,1.8698901,545.270784,2.27962398,1/27/21 9:45,1/27/21 9:45,15,5,2.5,3,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-15,11.35112405,0.038130374,11.11903791,0.10846634,1/28/21,10:00:36,4/8/21,2.07920466,1201.85901,20.6982797,1/28/21 10:00,1/28/21 10:00,16,6,3,Miscanthus,336N,Carbon,11.35112405,0.042398669,24.5080358,0.98484077,0.004268295,13.38899789,0.876374431,44,24.2475,0.004224727,13.2523332,0.867429068,11,0.00246632,18.05096455,0.541851657,0.027129525,198.56061,5.960368229,-0.015993671,504.6984913,8.546368229
45,45c,1/27/21,9:46:32,3/10/21,3.16720208,530.721008,2.22475316,1/27/21 9:46,1/27/21 9:46,15,5,2.5,3,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-15,11.35112405,0.064584865,10.82234219,0.105855542,1/28/21,10:01:56,4/8/21,2.12601742,909.879804,20.475509,1/28/21 10:01,1/28/21 10:01,16,6,3,Miscanthus,336N,Nitrogen,11.35112405,0.043353264,18.55406219,0.974241161,-0.021231601,7.731720002,0.868385619,45,24.25666667,-0.021006943,7.64990848,0.859196985,11,-0.009868585,7.779977161,0.707181375,-0.10855444,85.57974877,7.77899512,-0.080795933,130.4488311,9.108339136
46,46c,1/27/21,9:47:54,3/10/21,2.26306522,528.95951,1.94698648,1/27/21 9:47,1/27/21 9:47,15,5,2.5,3,Miscanthus,112N,Control,Miscanthus-112N-Control-15,11.19816387,0.046778264,10.93375815,0.093904576,1/28/21,10:03:16,4/8/21,2.13855656,965.056183,15.7393925,1/28/21 10:03,1/28/21 10:03,16,6,3,Miscanthus,112N,Control,11.19816387,0.044204632,19.94801249,0.759122362,-0.002573633,9.014254331,0.665217786,46,24.25611111,-0.002546459,8.919076226,0.658194003,11,-0.001158666,8.995751267,0.886123329,-0.012745323,98.95326393,9.747356624,0.006149755,144.1456782,13.82738575
